player_name,class,season,position,height,g,fg_made,fg_attempts,fg_percent,3pt_made,3pt_attempts,3pt_percent,freethrows_made,freethrows_attempts,freethrows_percent,rebounds_num,rebounds_avg,assists_num,assists_avg,blocks_num,blocks_avg,steals_num,steals_avg,points_num,points_avg,turnovers,dd,td,player_id,year,school_id
"Scott, Kavaughn",So.,2017-18,F,80,26,32,64,0.500,0,0,0.000,35,65,0.538,99,3.808,7,0.269,14,0.538,11,0.423,99,3.808,26,0,0,1842806,2018,369
"Staubi, Matt",Sr.,2017-18,G,68,10,3,6,0.500,1,3,0.333,2,2,1.000,2,0.200,11,1.100,0,0.000,2,0.200,9,0.900,3,0,0,1627408,2018,369
"Walker, Andre",Sr.,2017-18,G,72,29,168,438,0.384,66,197,0.335,55,93,0.591,113,3.897,80,2.759,0,0.000,47,1.621,457,15.759,84,1,0,1627406,2018,369
"Alexander, Galen",Fr.,2017-18,,78,9,6,16,0.375,2,11,0.182,3,4,0.750,19,2.111,1,0.111,0,0.000,1,0.111,17,1.889,2,0,0,1968022,2018,365
"Combs, Jeremy",Jr.,2017-18,F,79,6,7,11,0.636,0,0,0.000,4,8,0.500,12,2.000,4,0.667,3,0.500,2,0.333,18,3.000,4,0,0,1624258,2018,365
"Edwards, Daryl",Jr.,2017-18,,75,32,73,158,0.462,39,105,0.371,31,39,0.795,55,1.719,42,1.313,3,0.094,23,0.719,216,6.750,29,0,0,1968021,2018,365
"Epps, Aaron",Sr.,2017-18,F,81,32,115,220,0.523,35,103,0.340,39,51,0.765,177,5.531,13,0.406,29,0.906,13,0.406,304,9.500,24,3,0,1635918,2018,365
"Graves, Marshall",Fr.,2017-18,,76,14,7,19,0.368,4,14,0.286,0,0,0.000,5,0.357,9,0.643,0,0.000,0,0.000,18,1.286,3,0,0,1860737,2018,365
"Kiir, Mayan",NA,2017-18,,,8,5,11,0.455,0,0,0.000,5,9,0.556,16,2.000,2,0.250,2,0.250,1,0.125,15,1.875,6,0,0,1971502,2018,365
"Mays, Skylar",Fr.,2017-18,G,76,33,125,282,0.443,47,134,0.351,77,92,0.837,132,4.000,97,2.939,8,0.242,52,1.576,374,11.333,56,0,0,1857610,2018,365
"Onwuasor, Randy",NA,2017-18,,,32,51,113,0.451,11,30,0.367,34,46,0.739,67,2.094,27,0.844,2,0.063,16,0.500,147,4.594,28,0,0,1968032,2018,365
"Rachal, Brandon",Fr.,2017-18,,77,27,48,90,0.533,1,5,0.200,22,40,0.550,88,3.259,18,0.667,5,0.185,26,0.963,119,4.407,19,0,0,1968017,2018,365
"Reath, Duop",Fr.,2017-18,F,,33,167,307,0.544,19,45,0.422,61,97,0.629,175,5.303,22,0.667,32,0.970,15,0.455,414,12.545,55,3,0,1857611,2018,365
"Sampson, Brandon",Jr.,2017-18,G,77,27,70,147,0.476,28,80,0.350,40,57,0.702,70,2.593,22,0.815,2,0.074,21,0.778,208,7.704,27,0,0,1747995,2018,365
"Sims, Wayde",Fr.,2017-18,,,32,73,142,0.514,9,36,0.250,24,37,0.649,94,2.938,12,0.375,21,0.656,15,0.469,179,5.594,22,1,0,1857613,2018,365
"Vial, Reed",Fr.,2017-18,,,10,1,7,0.143,1,6,0.167,2,2,1.000,2,0.200,0,0.000,0,0.000,0,0.000,5,0.500,0,0,0,1860736,2018,365
"Waters, Tremont",Fr.,2017-18,G,71,33,168,403,0.417,72,205,0.351,117,146,0.801,111,3.364,198,6.000,3,0.091,67,2.030,525,15.909,96,5,0,1968029,2018,365
"Asrat, Isaac",Jr.,2017-18,G,73,29,169,364,0.464,81,176,0.460,67,100,0.670,127,4.379,56,1.931,4,0.138,36,1.241,486,16.759,71,1,0,1744872,2018,30177
"Bailey, Micah",Jr.,2017-18,F,77,5,2,5,0.400,0,1,0.000,0,2,0.000,5,1.000,2,0.400,0,,1,0.200,4,0.800,3,0,0,1966176,2018,30177
"Burrell, Brandon",Fr.,2017-18,G,72,27,6,12,0.500,0,0,,2,5,0.400,23,0.852,31,1.148,2,0.074,9,0.333,14,0.519,18,0,0,1966116,2018,30177
"Fowler, Brennen",Jr.,2017-18,F,79,29,175,313,0.559,8,25,0.320,64,96,0.667,254,8.759,43,1.483,55,1.897,19,0.655,422,14.552,56,9,0,1734744,2018,30177
"Gilbreath, Ja'Qualyn",So.,2017-18,G,72,28,67,152,0.441,33,73,0.452,57,65,0.877,70,2.500,32,1.143,6,0.214,17,0.607,224,8.000,40,0,0,1856677,2018,30177
"Lennox, Stephen",Jr.,2017-18,F,81,28,30,63,0.476,3,10,0.300,23,39,0.590,95,3.393,10,0.357,9,0.321,7,0.250,86,3.071,36,1,0,1737155,2018,30177
"Proctor, Rashaan",So.,2017-18,F,77,19,21,33,0.636,3,4,0.750,11,24,0.458,39,2.053,5,0.263,11,0.579,6,0.316,56,2.947,10,0,0,1966143,2018,30177
"Schuster, Marcos",Sr.,2017-18,G,74,29,119,285,0.418,34,115,0.296,119,150,0.793,101,3.483,93,3.207,9,0.310,34,1.172,391,13.483,76,0,0,1625744,2018,30177
"Stepp, Zach",Fr.,2017-18,F,76,10,7,21,0.333,6,20,0.300,0,0,,6,0.600,4,0.400,0,,1,0.100,20,2.000,1,0,0,1856678,2018,30177
"Thompson, Kobe",Fr.,2017-18,G,77,19,13,26,0.500,0,3,0.000,13,19,0.684,24,1.263,9,0.474,0,,6,0.316,39,2.053,11,0,0,1966147,2018,30177
"Williams, Kentton",So.,2017-18,F,77,29,80,164,0.488,5,22,0.227,60,80,0.750,123,4.241,31,1.069,5,0.172,9,0.310,225,7.759,36,1,0,1966171,2018,30177
"Workman, Jay",So.,2017-18,G,71,25,81,174,0.466,10,37,0.270,40,50,0.800,67,2.680,65,2.600,2,0.080,28,1.120,212,8.480,43,0,0,1856682,2018,30177
"Bagga, Rahul",Fr.,2017-18,F,77,24,85,206,0.413,44,103,0.427,17,29,0.586,61,2.542,15,0.625,6,0.250,6,0.250,231,9.625,34,0,0,1967738,2018,372
"Blumberg, Aaron",Fr.,2017-18,F,77,18,18,54,0.333,7,25,0.280,6,9,0.667,37,2.056,4,0.222,4,0.222,5,0.278,49,2.722,11,0,0,1967745,2018,372
"Decman, Hunter",So.,2017-18,F,75,7,0,1,0.000,0,0,,1,2,0.500,3,0.429,0,,0,,0,,1,0.143,0,0,0,1855704,2018,372
"Fekkers, Travis",---,2017-18,,,2,1,1,1.000,0,0,,0,0,,4,2.000,0,,0,,0,,2,1.000,1,0,0,1977073,2018,372
"Fisher, Kyle",Fr.,2017-18,G,72,7,2,7,0.286,0,3,0.000,2,7,0.286,5,0.714,3,0.429,0,,2,0.286,6,0.857,6,0,0,1967700,2018,372
"Isaac, Harrison",Fr.,2017-18,F,77,4,0,1,0.000,0,0,,4,4,1.000,1,0.250,1,0.250,0,,0,,4,1.000,5,0,0,1967737,2018,372
"Kappus, James",So.,2017-18,G,75,25,98,238,0.412,53,146,0.363,36,48,0.750,77,3.080,26,1.040,2,0.080,17,0.680,285,11.400,34,0,0,1855703,2018,372
"Lowley, Colten",So.,2017-18,F,74,1,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,1873836,2018,372
"Matthias, Mccoy",Sr.,2017-18,F,78,25,60,148,0.405,1,1,1.000,15,21,0.714,85,3.400,14,0.560,48,1.920,5,0.200,136,5.440,22,0,0,1636425,2018,372
"Nicolaisen, Jared",Jr.,2017-18,G,73,25,158,309,0.511,29,78,0.372,70,86,0.814,108,4.320,67,2.680,3,0.120,9,0.360,415,16.600,46,1,0,1742244,2018,372
"Peters, Josh",Jr.,2017-18,G,72,13,4,7,0.571,2,4,0.500,0,0,,4,0.308,1,0.077,0,,1,0.077,10,0.769,2,0,0,1756307,2018,372
"Sturges, Spencer",Jr.,2017-18,G,71,25,45,102,0.441,9,38,0.237,40,61,0.656,50,2.000,52,2.080,2,0.080,13,0.520,139,5.560,22,0,0,1742246,2018,372
"Thompson, Gage",Fr.,2017-18,G,74,17,15,38,0.395,4,17,0.235,10,12,0.833,21,1.235,8,0.471,0,,6,0.353,44,2.588,10,0,0,1967735,2018,372
"Torres, Jadyn",Fr.,2017-18,F,74,20,27,68,0.397,14,28,0.500,7,8,0.875,47,2.350,8,0.400,3,0.150,8,0.400,75,3.750,16,0,0,1967724,2018,372
"Walker, Brevin",So.,2017-18,G,72,24,20,49,0.408,2,16,0.125,4,7,0.571,22,0.917,24,1.000,0,,8,0.333,46,1.917,24,0,0,1855700,2018,372
"Westhusing, Anthony",Fr.,2017-18,G,75,18,10,41,0.244,9,29,0.310,4,4,1.000,23,1.278,1,0.056,0,,0,,33,1.833,11,0,0,1967725,2018,372
"Whitlock, Ray",So.,2017-18,G,73,25,70,158,0.443,22,60,0.367,26,38,0.684,104,4.160,36,1.440,4,0.160,30,1.200,188,7.520,23,0,0,1855701,2018,372
"Wright, Christian",Sr.,2017-18,G,75,24,26,74,0.351,16,53,0.302,17,22,0.773,75,3.125,22,0.917,0,,4,0.167,85,3.542,10,0,0,1631766,2018,372
"Chandler, Calvin",Jr.,2017-18,F,78,26,31,101,0.307,6,33,0.182,9,13,0.692,73,2.808,13,0.500,3,0.115,13,0.500,77,2.962,29,0,0,1741575,2018,373
"Cole, Serge",Jr.,2017-18,F,76,14,2,10,0.200,0,1,0.000,2,4,0.500,3,0.214,0,,0,,1,0.071,6,0.429,3,0,0,1741576,2018,373
"Cuffey, Davyon",Fr.,2017-18,F,76,16,8,23,0.348,0,3,0.000,4,4,1.000,14,0.875,2,0.125,1,0.063,2,0.125,20,1.250,5,0,0,1968533,2018,373
"Dangerfield, Darius",Fr.,2017-18,G,68,26,44,134,0.328,28,68,0.412,26,33,0.788,37,1.423,51,1.962,0,,23,0.885,142,5.462,39,0,0,1968534,2018,373
"Davis, Amir",Jr.,2017-18,G,70,6,2,4,0.500,1,3,0.333,5,6,0.833,3,0.500,2,0.333,0,,1,0.167,10,1.667,1,0,0,1968558,2018,373
"Doughty, D'Yante",Fr.,2017-18,G,70,26,61,139,0.439,29,71,0.408,38,52,0.731,75,2.885,20,0.769,3,0.115,24,0.923,189,7.269,31,0,0,1968551,2018,373
"Duckett, T.J.",Jr.,2017-18,G,75,26,65,161,0.404,55,139,0.396,32,39,0.821,66,2.538,15,0.577,4,0.154,18,0.692,217,8.346,14,0,0,1741577,2018,373
"James, Darius",Sr.,2017-18,G,73,23,76,157,0.484,2,8,0.250,60,87,0.690,107,4.652,39,1.696,9,0.391,28,1.217,214,9.304,47,1,0,1631302,2018,373
"Jefferson, Ronald",So.,2017-18,G,75,26,80,177,0.452,15,33,0.455,46,76,0.605,88,3.385,38,1.462,10,0.385,29,1.115,221,8.500,43,0,0,1856529,2018,373
"Jennings, Ramadan",Fr.,2017-18,F,72,25,75,137,0.547,2,8,0.250,43,71,0.606,96,3.840,20,0.800,10,0.400,11,0.440,195,7.800,34,1,0,1968552,2018,373
"Myers, Damani",So.,2017-18,G,72,24,23,78,0.295,14,41,0.341,15,25,0.600,42,1.750,52,2.167,1,0.042,20,0.833,75,3.125,37,0,0,1856528,2018,373
"Newbold, Alex",Sr.,2017-18,G,70,26,106,211,0.502,2,9,0.222,82,111,0.739,153,5.885,72,2.769,7,0.269,37,1.423,296,11.385,58,3,0,1631303,2018,373
"Tamer, Tamer",So.,2017-18,G,68,13,13,28,0.464,10,20,0.500,9,10,0.900,11,0.846,3,0.231,0,,5,0.385,45,3.462,1,0,0,1856533,2018,373
"Taylor, Devon",So.,2017-18,G,73,24,17,34,0.500,1,3,0.333,11,18,0.611,28,1.167,4,0.167,2,0.083,13,0.542,46,1.917,9,0,0,1968556,2018,373
"Wallace, Chris",Sr.,2017-18,F,76,26,141,265,0.532,0,5,0.000,82,106,0.774,163,6.269,49,1.885,37,1.423,52,2.000,364,14.000,51,4,0,1631305,2018,373
"Yamaki, Hiro",Jr.,2017-18,G,74,13,5,10,0.500,2,6,0.333,4,6,0.667,4,0.308,3,0.231,0,,3,0.231,16,1.231,4,0,0,1741583,2018,373
"Brown, Deitrich",So.,2017-18,G,71,1,2,4,0.500,1,3,0.333,0,0,,0,,1,1.000,0,,2,2.000,5,5.000,0,0,0,1960642,2018,374
"Buisson, Brett",So.,2017-18,F,74,26,33,85,0.388,20,54,0.370,8,13,0.615,56,2.154,19,0.731,4,0.154,8,0.308,94,3.615,14,0,0,1850311,2018,374
"Case, Jesse",Jr.,2017-18,G,72,27,45,131,0.344,26,82,0.317,32,57,0.561,54,2.000,68,2.519,2,0.074,14,0.519,148,5.481,40,0,0,1742917,2018,374
"Clark, Evan",So.,2017-18,G,75,1,1,1,1.000,0,0,,0,0,,0,,0,,0,,0,,2,2.000,0,0,0,1850312,2018,374
"Davis, Reggie",Fr.,2017-18,F,76,26,38,82,0.463,17,39,0.436,6,9,0.667,49,1.885,9,0.346,4,0.154,10,0.385,99,3.808,26,0,0,1960658,2018,374
"Gompers, Hank",Sr.,2017-18,F,75,10,3,9,0.333,0,4,0.000,2,2,1.000,7,0.700,6,0.600,0,,0,,8,0.800,4,0,0,1626759,2018,374
"Greene, Chance",So.,2017-18,G,70,26,108,232,0.466,56,128,0.438,89,98,0.908,79,3.038,70,2.692,2,0.077,22,0.846,361,13.885,71,0,0,1850307,2018,374
"Hamer, Joey",Fr.,2017-18,G,70,1,2,2,1.000,1,1,1.000,0,0,,1,1.000,1,1.000,0,,0,,5,5.000,0,0,0,1960643,2018,374
"Herron, Dorian",Jr.,2017-18,G,73,11,4,11,0.364,1,1,1.000,1,4,0.250,9,0.818,3,0.273,2,0.182,1,0.091,10,0.909,2,0,0,1737455,2018,374
"Lang, Cody",So.,2017-18,F,77,13,17,41,0.415,5,17,0.294,1,1,1.000,26,2.000,2,0.154,1,0.077,2,0.154,40,3.077,8,0,0,1850315,2018,374
"Lockamy, Israel",Fr.,2017-18,G,70,2,2,4,0.500,0,1,0.000,0,0,,1,0.500,3,1.500,0,,1,0.500,4,2.000,1,0,0,1960644,2018,374
"Marks, Aaric",Fr.,2017-18,G,70,13,10,24,0.417,1,3,0.333,4,10,0.400,11,0.846,13,1.000,1,0.077,5,0.385,25,1.923,7,0,0,1960657,2018,374
"Pasha, Jamil",Fr.,2017-18,F,77,15,6,19,0.316,5,15,0.333,6,8,0.750,15,1.000,2,0.133,0,,1,0.067,23,1.533,4,0,0,1960641,2018,374
"Romeo, Luke",Fr.,2017-18,G,73,21,26,61,0.426,19,44,0.432,10,11,0.909,25,1.190,11,0.524,0,,2,0.095,81,3.857,8,0,0,1843894,2018,374
"Schroeder, Connor",Jr.,2017-18,F,79,26,152,309,0.492,73,170,0.429,33,50,0.660,135,5.192,34,1.308,18,0.692,18,0.692,410,15.769,42,3,0,1850309,2018,374
"Seacrist, Logan",Sr.,2017-18,F,79,27,91,194,0.469,46,96,0.479,44,63,0.698,80,2.963,15,0.556,16,0.593,5,0.185,272,10.074,34,0,0,1850313,2018,374
"Southerland, Ricky",Sr.,2017-18,F,77,16,10,22,0.455,0,0,,7,20,0.350,22,1.375,2,0.125,0,,5,0.313,27,1.688,5,0,0,1626761,2018,374
"Thacker, T.C.",Fr.,2017-18,F,78,18,45,73,0.616,1,2,0.500,34,48,0.708,88,4.889,11,0.611,19,1.056,5,0.278,125,6.944,22,1,0,1960659,2018,374
"Wrighten, Austin",Jr.,2017-18,F,75,26,95,211,0.450,15,41,0.366,69,92,0.750,180,6.923,59,2.269,6,0.231,25,0.962,274,10.538,56,2,0,1746421,2018,374
"Young, Devante'",Jr.,2017-18,G,69,27,60,159,0.377,20,61,0.328,57,64,0.891,68,2.519,120,4.444,1,0.037,38,1.407,197,7.296,57,0,0,1746420,2018,374
"Baez, Mike",Jr.,2017-18,G,78,27,81,186,0.435,23,61,0.377,92,123,0.748,137,5.074,23,0.852,4,0.148,12,0.444,277,10.259,60,1,0,1746851,2018,20794
"Baez, Allen",Sr.,2017-18,G,75,26,9,27,0.333,5,8,0.625,10,14,0.714,12,0.462,23,0.885,1,0.038,8,0.308,33,1.269,28,0,0,1734969,2018,20794
"Bell, Randy",So.,2017-18,G,76,19,50,143,0.350,21,78,0.269,38,55,0.691,56,2.947,39,2.053,0,,14,0.737,159,8.368,40,0,0,1854442,2018,20794
"Bornelus, Brandon",Fr.,2017-18,G,71,26,112,260,0.431,59,141,0.418,36,43,0.837,69,2.654,108,4.154,1,0.038,18,0.692,319,12.269,43,0,0,1956788,2018,20794
"Cooper, Daniel",Sr.,2017-18,G,77,26,17,38,0.447,0,1,0.000,19,29,0.655,65,2.500,8,0.308,7,0.269,14,0.538,53,2.038,17,0,0,1848690,2018,20794
"Garrison, Morgan",Sr.,2017-18,G,76,4,1,7,0.143,0,3,0.000,4,7,0.571,0,,0,,0,,1,0.250,6,1.500,1,0,0,1747397,2018,20794
"Henry, Traveon",Sr.,2017-18,G,71,14,2,10,0.200,0,1,0.000,0,0,,7,0.500,3,0.214,1,0.071,0,,4,0.286,5,0,0,1956801,2018,20794
"James, Darius",So.,2017-18,F,79,21,17,31,0.548,0,1,0.000,5,10,0.500,42,2.000,4,0.190,3,0.143,2,0.095,39,1.857,10,0,0,1848684,2018,20794
"Matlock, Chances",Sr.,2017-18,G,76,3,3,7,0.429,2,4,0.500,0,1,0.000,3,1.000,0,,0,,1,0.333,8,2.667,1,0,0,1848688,2018,20794
"Nwachukwu, Kenneth",So.,2017-18,C,81,24,19,39,0.487,0,0,,14,28,0.500,33,1.375,2,0.083,4,0.167,3,0.125,52,2.167,17,0,0,1848689,2018,20794
"O'Brien, Kevin",Jr.,2017-18,F,79,27,68,170,0.400,37,113,0.327,17,24,0.708,139,5.148,26,0.963,13,0.481,18,0.667,190,7.037,31,1,0,1848691,2018,20794
"Palmer, Jamal",Jr.,2017-18,G,74,25,126,291,0.433,35,115,0.304,46,66,0.697,81,3.240,50,2.000,3,0.120,22,0.880,333,13.320,45,0,0,1734946,2018,20794
"Peterson, Ryan",Jr.,2017-18,G,78,27,87,236,0.369,37,131,0.282,55,76,0.724,117,4.333,38,1.407,10,0.370,33,1.222,266,9.852,39,0,0,1746757,2018,20794
"Worrell, Rasheed",Jr.,2017-18,F,80,27,120,240,0.500,3,7,0.429,51,82,0.622,190,7.037,23,0.852,33,1.222,14,0.519,294,10.889,42,1,0,1620627,2018,20794
"Anderson, Erik",Fr.,2017-18,F,78,2,0,0,,0,0,,2,2,1.000,2,1.000,0,,0,,1,0.500,2,1.000,2,0,0,1969523,2018,376
"Babb, Mike",Jr.,2017-18,G,72,17,15,48,0.313,3,15,0.200,14,17,0.824,40,2.353,11,0.647,1,0.059,12,0.706,47,2.765,25,0,0,1737748,2018,376
"Clark, Tommy",Fr.,2017-18,F,76,15,8,30,0.267,3,12,0.250,4,4,1.000,23,1.533,1,0.067,1,0.067,6,0.400,23,1.533,11,0,0,1969522,2018,376
"D'Alessandro, Miles",Fr.,2017-18,G,72,14,2,4,0.500,1,2,0.500,0,0,,2,0.143,3,0.214,1,0.071,2,0.143,5,0.357,1,0,0,1969518,2018,376
"Davies, Nathan",So.,2017-18,G,76,25,46,132,0.348,26,90,0.289,18,26,0.692,36,1.440,18,0.720,5,0.200,21,0.840,136,5.440,32,0,0,1847490,2018,376
"Ferm, Wyatt",Jr.,2017-18,F,78,14,85,196,0.434,18,77,0.234,41,58,0.707,79,5.643,35,2.500,13,0.929,24,1.714,229,16.357,35,0,0,1737745,2018,376
"Goeden, Gunnar",Sr.,2017-18,G,71,6,12,33,0.364,5,19,0.263,11,12,0.917,7,1.167,11,1.833,0,,9,1.500,40,6.667,6,0,0,1625950,2018,376
"Greaney, Keegan",Fr.,2017-18,G,75,23,19,65,0.292,2,15,0.133,17,31,0.548,55,2.391,19,0.826,9,0.391,30,1.304,57,2.478,25,0,0,1969519,2018,376
"Greenberg, Brendan",Fr.,2017-18,G,69,5,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,1969460,2018,376
"Henningfield, Jackson",Fr.,2017-18,F,80,25,147,304,0.484,24,76,0.316,71,86,0.826,162,6.480,18,0.720,37,1.480,13,0.520,389,15.560,46,5,0,1969525,2018,376
"Joseph, Ian",So.,2017-18,F,75,14,19,44,0.432,6,18,0.333,9,13,0.692,31,2.214,12,0.857,2,0.143,10,0.714,53,3.786,12,0,0,1847492,2018,376
"Keller-Chavez, Levon",So.,2017-18,G,70,16,8,36,0.222,6,21,0.286,3,5,0.600,1,0.063,4,0.250,0,,3,0.188,25,1.563,5,0,0,1847488,2018,376
"Kurofsky, Ethan",Fr.,2017-18,G,70,19,1,8,0.125,0,3,0.000,2,6,0.333,8,0.421,6,0.316,0,,9,0.474,4,0.211,7,0,0,1969512,2018,376
"Neff, Daniel",Jr.,2017-18,G,72,23,13,33,0.394,9,25,0.360,5,7,0.714,27,1.174,15,0.652,0,,8,0.348,40,1.739,19,0,0,1737746,2018,376
"Newman, Rob",So.,2017-18,F,77,24,39,115,0.339,17,62,0.274,16,22,0.727,41,1.708,4,0.167,7,0.292,10,0.417,111,4.625,26,0,0,1969520,2018,376
"Olson, Brett",Sr.,2017-18,G,71,25,66,197,0.335,27,93,0.290,44,56,0.786,78,3.120,45,1.800,7,0.280,20,0.800,203,8.120,60,0,0,1625952,2018,376
"Ramos, Gabriel",Fr.,2017-18,G,75,22,42,102,0.412,7,24,0.292,37,49,0.755,50,2.273,30,1.364,4,0.182,9,0.409,128,5.818,40,0,0,1969464,2018,376
"Schmidt, Xander",Fr.,2017-18,F,78,14,9,30,0.300,2,6,0.333,1,5,0.200,38,2.714,8,0.571,6,0.429,5,0.357,21,1.500,10,0,0,1969545,2018,376
"Seaberg, Tyler",Jr.,2017-18,F,76,25,25,66,0.379,6,29,0.207,9,13,0.692,49,1.960,12,0.480,6,0.240,7,0.280,65,2.600,25,0,0,1737750,2018,376
"Siegel, Isaac",Jr.,2017-18,G,76,2,1,6,0.167,0,3,0.000,3,4,0.750,3,1.500,0,,1,0.500,0,,5,2.500,2,0,0,1737742,2018,376
"Smith, Nikhil",So.,2017-18,G,69,19,33,89,0.371,14,49,0.286,7,9,0.778,26,1.368,33,1.737,0,,15,0.789,87,4.579,31,0,0,1847487,2018,376
"Toner-Rodgers, Aidan",Fr.,2017-18,G,73,25,60,192,0.313,31,105,0.295,26,39,0.667,47,1.880,30,1.200,0,,11,0.440,177,7.080,34,0,0,1969463,2018,376
"Bourke, Derke",Jr.,2017-18,F,75,25,46,76,0.605,0,1,0.000,16,28,0.571,55,2.200,26,1.040,2,0.080,10,0.400,108,4.320,20,0,0,1733863,2018,377
"Burwinkle, Drew",So.,2017-18,G,73,23,22,42,0.524,2,5,0.400,7,12,0.583,39,1.696,28,1.217,0,,3,0.130,53,2.304,23,0,0,1861461,2018,377
"Cameron, Mike",Jr.,2017-18,G,70,25,108,283,0.382,34,123,0.276,76,90,0.844,84,3.360,166,6.640,1,0.040,39,1.560,326,13.040,94,3,0,1733857,2018,377
"Corbin, Marshall",Sr.,2017-18,G,75,25,73,164,0.445,22,67,0.328,42,53,0.792,88,3.520,42,1.680,0,,9,0.360,210,8.400,28,0,0,1860654,2018,377
"Davis, Kendall",Jr.,2017-18,G,74,25,161,362,0.445,65,164,0.396,64,84,0.762,65,2.600,71,2.840,0,,16,0.640,451,18.040,62,0,0,1859889,2018,377
"Flesner, Hunter",Jr.,2017-18,G,74,24,19,29,0.655,0,0,,5,11,0.455,55,2.292,21,0.875,4,0.167,11,0.458,43,1.792,19,0,0,1733862,2018,377
"Fos, Wade",Jr.,2017-18,G,77,24,53,106,0.500,11,33,0.333,15,22,0.682,114,4.750,38,1.583,20,0.833,14,0.583,132,5.500,38,0,0,1733855,2018,377
"Hammond, Seth",Fr.,2017-18,,,1,0,1,0.000,0,1,0.000,0,0,,0,,0,,0,,0,,0,,0,0,0,1970151,2018,377
"Hibbert, Zach",Sr.,2017-18,F,78,23,31,63,0.492,0,5,0.000,8,12,0.667,46,2.000,7,0.304,5,0.217,2,0.087,70,3.043,13,0,0,1624428,2018,377
"Long, Brent",Sr.,2017-18,F,79,25,209,357,0.585,8,30,0.267,103,147,0.701,285,11.400,72,2.880,14,0.560,21,0.840,529,21.160,51,18,0,1519144,2018,377
"McCubbin, Peyton",Fr.,2017-18,,,4,0,6,0.000,0,5,0.000,0,0,,0,,0,,0,,0,,0,,0,0,0,1970134,2018,377
"Musso, Taten",Sr.,2017-18,G,76,25,38,90,0.422,16,47,0.340,5,7,0.714,37,1.480,7,0.280,3,0.120,3,0.120,97,3.880,23,0,0,1624429,2018,377
"Potter, Keegan",Jr.,2017-18,G,74,1,0,1,0.000,0,1,0.000,0,0,,0,,0,,0,,0,,0,,0,0,0,1733858,2018,377
"Renfro, Judah",So.,2017-18,F,77,6,2,5,0.400,0,0,,1,2,0.500,4,0.667,0,,1,0.167,0,,5,0.833,1,0,0,1860657,2018,377
"Roscetti, Ryan",So.,2017-18,G,72,3,1,1,1.000,0,0,,2,2,1.000,0,,1,0.333,0,,2,0.667,4,1.333,1,0,0,1861948,2018,377
"Spencer, Riley",Sr.,2017-18,F,76,24,25,43,0.581,2,3,0.667,7,12,0.583,57,2.375,28,1.167,3,0.125,5,0.208,59,2.458,21,0,0,1860656,2018,377
"Watson, Jeremy",Fr.,2017-18,,,1,0,0,,0,0,,0,0,,0,,1,1.000,0,,0,,0,,0,0,0,1977111,2018,377
"Weiss, Parker",---,2017-18,,,1,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,1971607,2018,377
"Antoms, Miks",Fr.,2017-18,F,80,27,19,48,0.396,0,0,0.000,15,50,0.300,57,2.111,12,0.444,5,0.185,5,0.185,53,1.963,19,0,0,1958883,2018,380
"Araujo, Celio",Jr.,2017-18,G,70,32,12,44,0.273,4,24,0.167,15,19,0.789,41,1.281,61,1.906,2,0.063,27,0.844,43,1.344,36,0,0,1958881,2018,380
"Ashley, Dennis",So.,2017-18,G,73,31,40,119,0.336,20,64,0.313,20,32,0.625,46,1.484,19,0.613,0,0.000,13,0.419,120,3.871,21,0,0,1736511,2018,380
"Bryant, Trae",Jr.,2017-18,G,73,7,11,35,0.314,8,26,0.308,8,10,0.800,24,3.429,20,2.857,1,0.143,2,0.286,38,5.429,9,0,0,1958859,2018,380
"Calixte, Aaron",Jr.,2017-18,G,71,32,187,393,0.476,61,158,0.386,107,119,0.899,100,3.125,102,3.188,4,0.125,28,0.875,542,16.938,121,0,0,1625053,2018,380
"Douglas, Duncan",Jr.,2017-18,F,78,2,0,2,0.000,0,2,0.000,0,0,0.000,1,0.500,0,0.000,1,0.500,0,0.000,0,0.000,1,0,0,1958889,2018,380
"Er, Ilker",Sr.,2017-18,G,78,28,82,241,0.340,30,130,0.231,27,39,0.692,102,3.643,13,0.464,2,0.071,11,0.393,221,7.893,19,1,0,1847277,2018,380
"Evans, Danny",So.,2017-18,G,76,31,40,103,0.388,17,54,0.315,18,25,0.720,65,2.097,24,0.774,4,0.129,16,0.516,115,3.710,26,0,0,1847276,2018,380
"Fleming, Andrew",So.,2017-18,F,79,32,119,289,0.412,6,33,0.182,67,97,0.691,170,5.313,42,1.313,25,0.781,17,0.531,311,9.719,83,2,0,1847281,2018,380
"Lowndes Jr., Vernon",Jr.,2017-18,G,77,29,68,142,0.479,15,48,0.313,38,56,0.679,95,3.276,16,0.552,7,0.241,22,0.759,189,6.517,51,0,0,1958886,2018,380
"Majstorovic, Dusan",So.,2017-18,G,77,24,33,108,0.306,13,59,0.220,16,20,0.800,56,2.333,15,0.625,4,0.167,14,0.583,95,3.958,20,0,0,1847279,2018,380
"Melmed, Garvey",Sr.,2017-18,G,73,15,5,16,0.313,3,14,0.214,2,2,1.000,7,0.467,5,0.333,0,0.000,3,0.200,15,1.000,2,0,0,1625057,2018,380
